observer,adapt_lum,contrast,enhanced_contrast,enhancement,repetition,angle,answer,time
06,1.000000e-01,20,0,0,1,115,1, 4.36
06,1.000000e-01,20,0,0,1,95,0, 1.17
06,1.000000e-01,20,0,0,1,95,0, 1.99
06,1.000000e-01,20,0,0,1,115,1, 1.24
06,1.000000e-01,20,0,0,1,65,0, 1.08
06,1.000000e-01,20,0,0,1,65,0, 1.22
06,1.000000e-01,20,0,0,1,95,0, 9.72
06,1.000000e-01,20,0,0,1,85,0, 3.47
06,1.000000e-01,20,0,0,1,95,0, 1.63
06,1.000000e-01,20,0,0,1,105,1, 9.05
06,1.000000e-01,20,0,0,1,105,1, 6.36
06,1.000000e-01,20,0,0,1,65,0, 1.15
06,1.000000e-01,20,0,0,1,65,0, 1.00
06,1.000000e-01,20,0,0,1,85,0, 4.54
06,1.000000e-01,20,0,0,1,75,0, 1.57
06,1.000000e-01,20,0,0,1,65,0, 1.00
06,1.000000e-01,20,0,0,1,115,1, 6.38
06,1.000000e-01,20,0,0,1,105,1, 4.11
06,1.000000e-01,20,0,0,1,115,1, 3.42
06,1.000000e-01,20,0,0,1,85,0, 2.35
06,1.000000e-01,20,0,0,1,85,0, 1.15
06,1.000000e-01,20,0,0,1,105,0, 1.00
06,1.000000e-01,20,0,0,1,75,0, 1.05
06,1.000000e-01,20,0,0,1,95,0, 1.31
06,1.000000e-01,20,0,0,1,85,0, 1.84
06,1.000000e-01,20,0,0,1,95,0, 1.45
06,1,10,0,0,1,95,1,30.96
06,1,10,0,0,1,115,1,24.88
06,1,10,0,0,1,115,0,53.20
06,1,10,0,0,1,95,0,12.30
06,1,10,0,0,1,65,0, 5.94
06,1,10,0,0,1,115,0,13.47
06,1,10,0,0,1,105,0, 5.13
06,1,10,0,0,1,105,0, 8.08
06,1,10,0,0,1,75,0, 3.56
06,1,10,0,0,1,65,0, 2.14
06,1,10,0,0,1,85,0, 1.85
06,1,10,0,0,1,85,0, 3.42
06,1,10,0,0,1,75,0, 1.99
06,1,10,0,0,1,115,1, 2.85
06,1,10,0,0,1,85,0, 2.15
06,1,10,0,0,1,105,0, 4.62
06,1,10,0,0,1,65,0, 2.93
06,1,10,0,0,1,105,1, 4.56
06,1,10,0,0,1,105,1, 2.19
06,1,10,0,0,1,65,0, 5.38
06,1,10,0,0,1,95,0, 2.15
06,1,10,0,0,1,65,0, 1.00
06,1,10,0,0,1,85,0, 2.97
06,1,10,0,0,1,65,0, 1.48
06,1,10,0,0,1,75,0, 2.44
06,1,10,0,0,1,105,1, 3.35
06,1,10,0,0,1,115,0, 3.66
06,1,10,0,0,1,85,0, 1.26
06,1,10,0,0,1,75,0, 1.00
06,1,10,0,0,1,95,0, 1.00
06,1,10,0,0,1,95,0, 1.00
06,1,10,0,0,1,75,0, 1.00
06,1,10,0,0,1,115,1, 4.94
06,1,10,0,0,1,85,0, 1.72
06,1,10,0,0,1,75,0, 1.02
06,1,10,0,0,1,95,1, 5.25
06,10,10,0,0,1,85,1,43.69
06,10,10,0,0,1,95,1, 3.76
06,10,10,0,0,1,95,0, 3.02
06,10,10,0,0,1,65,0, 1.01
06,10,10,0,0,1,65,0, 1.00
06,10,10,0,0,1,65,0, 1.00
06,10,10,0,0,1,65,0, 1.29
06,10,10,0,0,1,85,0, 2.11
06,10,10,0,0,1,85,0, 1.00
06,10,10,0,0,1,105,1, 2.00
06,10,10,0,0,1,75,0, 1.44
06,10,10,0,0,1,105,1, 2.90
06,10,10,0,0,1,95,1, 4.80
06,10,10,0,0,1,115,1, 3.28
06,10,10,0,0,1,65,0, 1.30
06,10,10,0,0,1,115,1, 6.36
06,10,10,0,0,1,65,0, 1.09
06,10,10,0,0,1,85,0, 4.18
06,10,10,0,0,1,115,1,11.43
06,10,10,0,0,1,95,1,25.58
06,10,10,0,0,1,105,1, 3.39
06,10,10,0,0,1,115,1, 1.92
06,10,10,0,0,1,105,1, 7.99
06,10,10,0,0,1,75,0, 1.00
06,10,10,0,0,1,85,0, 1.00
06,10,10,0,0,1,75,0, 1.00
06,10,10,0,0,1,105,1, 3.78
06,10,10,0,0,1,95,0,38.03
06,10,10,0,0,1,105,1, 3.77
06,10,10,0,0,1,75,0, 3.99
06,10,10,0,0,1,75,0, 1.00
06,10,10,0,0,1,75,0, 1.18
06,10,10,0,0,1,115,1, 1.37
06,10,10,0,0,1,85,0, 1.21
06,10,10,0,0,1,95,1, 7.15
06,10,10,0,0,1,115,1, 3.46
06,10,5,0,0,1,115,1,61.52
06,10,5,0,0,1,115,1,10.09
06,10,5,0,0,1,95,0, 5.97
06,10,5,0,0,1,105,0, 5.12
06,10,5,0,0,1,95,1, 3.14
06,10,5,0,0,1,95,0, 2.29
06,10,5,0,0,1,85,0, 2.16
06,10,5,0,0,1,85,0, 2.10
06,10,5,0,0,1,85,0, 1.57
06,10,5,0,0,1,75,0, 1.15
06,10,5,0,0,1,85,0, 3.12
06,10,5,0,0,1,85,0, 2.59
06,10,5,0,0,1,65,0, 2.31
06,10,5,0,0,1,75,0, 1.68
06,10,5,0,0,1,65,0, 1.44
06,10,5,0,0,1,65,0, 1.42
06,10,5,0,0,1,115,1, 3.50
06,10,5,0,0,1,105,1, 2.06
06,10,5,0,0,1,85,0,14.34
06,10,5,0,0,1,105,1, 3.18
06,10,5,0,0,1,95,0, 7.51
06,10,5,0,0,1,105,1, 4.50
06,10,5,0,0,1,75,0, 1.00
06,10,5,0,0,1,115,0,11.46
06,10,5,0,0,1,95,0,21.43
06,10,5,0,0,1,105,0, 3.38
06,10,5,0,0,1,115,1, 1.18
06,10,5,0,0,1,95,1, 5.16
06,10,5,0,0,1,115,1, 6.27
06,10,5,0,0,1,75,0, 3.91
06,10,5,0,0,1,65,0, 1.00
06,10,5,0,0,1,65,0, 1.47
06,10,5,0,0,1,65,0, 1.00
06,10,5,0,0,1,105,1, 3.98
06,10,5,0,0,1,75,0, 1.68
06,10,5,0,0,1,75,0, 1.00
06,1.000000e-01,10,0,0,1,115,1,62.67
06,1.000000e-01,10,0,0,1,65,0, 1.67
06,1.000000e-01,10,0,0,1,95,0, 1.64
06,1.000000e-01,10,0,0,1,95,1, 5.10
06,1.000000e-01,10,0,0,1,85,0, 3.39
06,1.000000e-01,10,0,0,1,115,1, 2.48
06,1.000000e-01,10,0,0,1,85,0, 2.64
06,1.000000e-01,10,0,0,1,65,0, 1.39
06,1.000000e-01,10,0,0,1,85,0, 4.17
06,1.000000e-01,10,0,0,1,115,1, 5.42
06,1.000000e-01,10,0,0,1,75,0, 2.32
06,1.000000e-01,10,0,0,1,105,1, 6.22
06,1.000000e-01,10,0,0,1,75,0, 1.00
06,1.000000e-01,10,0,0,1,95,0, 4.71
06,1.000000e-01,10,0,0,1,75,0, 1.00
06,1.000000e-01,10,0,0,1,115,1, 1.81
06,1.000000e-01,10,0,0,1,105,0, 1.52
06,1.000000e-01,10,0,0,1,95,0, 1.25
06,1.000000e-01,10,0,0,1,95,0, 1.78
06,1.000000e-01,10,0,0,1,75,0, 1.37
06,1.000000e-01,10,0,0,1,65,0, 1.24
06,1.000000e-01,10,0,0,1,75,0, 1.61
06,1.000000e-01,10,0,0,1,105,1, 3.74
06,1.000000e-01,10,0,0,1,115,1, 3.99
06,1.000000e-01,10,0,0,1,85,1,18.85
06,1.000000e-01,10,0,0,1,105,1, 4.29
06,1.000000e-01,10,0,0,1,95,1,16.02
06,1.000000e-01,10,0,0,1,65,1, 3.69
06,1.000000e-01,10,0,0,1,65,0, 3.54
06,1.000000e-01,10,0,0,1,75,0, 1.44
06,1.000000e-01,10,0,0,1,115,1, 4.32
06,1.000000e-01,10,0,0,1,85,0, 1.22
06,1.000000e-01,10,0,0,1,105,1, 3.87
06,1.000000e-01,10,0,0,1,105,1, 7.12
06,1.000000e-01,10,0,0,1,85,1,12.63
06,1.000000e-01,10,0,0,1,65,0, 4.88
06,1,20,0,0,1,75,0, 6.18
06,1,20,0,0,1,115,1, 1.65
06,1,20,0,0,1,65,0, 1.00
06,1,20,0,0,1,75,0, 1.00
06,1,20,0,0,1,65,0, 1.80
06,1,20,0,0,1,95,0, 2.31
06,1,20,0,0,1,95,1, 4.31
06,1,20,0,0,1,105,1, 1.23
06,1,20,0,0,1,105,1, 1.40
06,1,20,0,0,1,75,0, 1.18
06,1,20,0,0,1,95,1, 3.55
06,1,20,0,0,1,105,1, 4.37
06,1,20,0,0,1,65,0, 1.22
06,1,20,0,0,1,115,1, 1.18
06,1,20,0,0,1,65,0, 3.74
06,1,20,0,0,1,115,1, 1.00
06,1,20,0,0,1,95,0, 2.15
06,1,20,0,0,1,65,0, 1.87
06,1,20,0,0,1,105,1, 3.04
06,1,20,0,0,1,95,0, 2.42
06,1,20,0,0,1,85,0, 1.42
06,1,20,0,0,1,115,1, 1.52
06,1,20,0,0,1,85,0, 2.23
06,1,20,0,0,1,115,1, 1.28
06,1,20,0,0,1,65,0, 1.00
06,1,20,0,0,1,85,0, 1.48
06,1,20,0,0,1,85,0, 1.00
06,1,20,0,0,1,85,0, 1.63
06,1,20,0,0,1,75,0, 2.59
06,1,20,0,0,1,75,0, 1.05
06,1,20,0,0,1,85,0, 3.20
06,1,20,0,0,1,105,1, 3.66
06,1,20,0,0,1,75,0, 1.00
06,1,20,0,0,1,105,1, 3.90
06,1,20,0,0,1,95,1, 4.69
06,1,20,0,0,1,115,1, 1.16
06,1,5,0,0,1,105,1,60.93
06,1,5,0,0,1,65,1,14.36
06,1,5,0,0,1,85,1, 8.35
06,1,5,0,0,1,75,0, 7.05
06,1,5,0,0,1,115,1, 4.79
06,1,5,0,0,1,115,1, 7.64
06,1,5,0,0,1,65,0, 1.00
06,1,5,0,0,1,95,0, 1.56
06,1,5,0,0,1,95,1,19.32
06,1,5,0,0,1,65,0, 3.44
06,1,5,0,0,1,85,1, 5.44
06,1,5,0,0,1,85,1,10.52
06,1,5,0,0,1,115,1, 5.09
06,1,5,0,0,1,95,0, 7.88
06,1,5,0,0,1,65,0, 3.17
06,1,5,0,0,1,115,0, 5.03
06,1,5,0,0,1,65,0, 1.40
06,1,5,0,0,1,95,0, 2.38
06,1,5,0,0,1,105,1, 5.58
06,1,5,0,0,1,75,0, 2.45
06,1,5,0,0,1,115,1,10.29
06,1,5,0,0,1,105,1,18.85
06,1,5,0,0,1,85,0, 9.15
06,1,5,0,0,1,105,0, 1.71
06,1,5,0,0,1,75,0, 2.57
06,1,5,0,0,1,105,0, 2.98
06,1,5,0,0,1,95,0, 1.50
06,1,5,0,0,1,85,1, 1.21
06,1,5,0,0,1,115,1, 1.15
06,1,5,0,0,1,85,0, 1.06
06,1,5,0,0,1,65,0, 1.39
06,1,5,0,0,1,75,0, 3.00
06,1,5,0,0,1,105,1, 1.03
06,1,5,0,0,1,75,0, 1.30
06,1,5,0,0,1,95,0, 1.00
06,1,5,0,0,1,75,0, 2.03
02,1.000000e-01,40,0,0,2,95,1, 6.52
02,1.000000e-01,40,0,0,2,115,1, 3.72
02,1.000000e-01,40,0,0,2,115,1, 3.87
02,1.000000e-01,40,0,0,2,65,0, 1.17
02,1.000000e-01,40,0,0,2,85,0, 1.66
02,1.000000e-01,40,0,0,2,75,0, 1.42
02,1.000000e-01,40,0,0,2,75,0, 1.27
02,1.000000e-01,40,0,0,2,105,1, 4.09
02,1.000000e-01,40,0,0,2,105,1, 4.12
02,1.000000e-01,40,0,0,2,105,1, 1.91
02,1.000000e-01,40,0,0,2,95,0, 1.14
02,1.000000e-01,40,0,0,2,115,1, 2.41
02,1.000000e-01,40,0,0,2,75,0, 1.00
02,1.000000e-01,40,0,0,2,115,1, 1.64
02,1.000000e-01,40,0,0,2,65,0, 1.00
02,1.000000e-01,40,0,0,2,65,0, 1.95
02,1.000000e-01,40,0,0,2,115,1, 1.88
02,1.000000e-01,40,0,0,2,95,0, 5.01
02,1.000000e-01,40,0,0,2,75,0, 2.02
02,1.000000e-01,40,0,0,2,65,0, 1.52
02,1.000000e-01,40,0,0,2,65,0, 1.44
02,1.000000e-01,40,0,0,2,85,0, 1.00
02,1.000000e-01,40,0,0,2,115,1, 2.32
02,1.000000e-01,40,0,0,2,85,0, 1.98
02,1.000000e-01,40,0,0,2,85,0, 2.10
02,1.000000e-01,40,0,0,2,85,0, 4.07
02,1.000000e-01,40,0,0,2,105,1, 3.03
02,1.000000e-01,40,0,0,2,95,0, 4.91
02,1.000000e-01,40,0,0,2,95,0, 1.25
02,1.000000e-01,40,0,0,2,85,0, 4.27
02,1.000000e-01,40,0,0,2,95,1, 3.58
02,1.000000e-01,40,0,0,2,75,0, 1.13
02,1.000000e-01,40,0,0,2,65,0, 1.00
02,1.000000e-01,40,0,0,2,75,0, 1.12
02,1.000000e-01,40,0,0,2,105,1, 4.27
02,1.000000e-01,40,0,0,2,105,1,38.50
02,1,40,0,0,2,95,1, 6.28
02,1,40,0,0,2,85,0, 2.71
02,1,40,0,0,2,95,1, 4.05
02,1,40,0,0,2,105,1, 2.86
02,1,40,0,0,2,65,0,31.35
02,1,40,0,0,2,75,0, 2.15
02,1,40,0,0,2,95,1, 1.11
02,1,40,0,0,2,75,0, 5.50
02,1,40,0,0,2,75,0, 4.12
02,1,40,0,0,2,95,1, 3.95
02,1,40,0,0,2,115,1, 7.43
02,1,40,0,0,2,95,0, 1.80
02,1,40,0,0,2,115,1, 2.15
02,1,40,0,0,2,105,1, 2.82
02,1,40,0,0,2,65,0, 2.60
02,1,40,0,0,2,95,1,14.29
02,1,40,0,0,2,105,1, 5.90
02,1,40,0,0,2,105,1, 1.62
02,1,40,0,0,2,85,0, 1.69
02,1,40,0,0,2,75,0, 1.00
02,1,40,0,0,2,75,0, 1.29
02,1,40,0,0,2,65,0, 1.08
02,1,40,0,0,2,65,0, 1.08
02,1,40,0,0,2,85,0, 6.47
02,1,40,0,0,2,115,1, 1.04
02,1,40,0,0,2,85,0, 2.36
02,1,40,0,0,2,115,1, 1.00
02,1,40,0,0,2,105,1, 3.09
02,1,40,0,0,2,115,1, 1.49
02,1,40,0,0,2,85,0,29.49
02,1,40,0,0,2,115,1, 1.03
02,1,40,0,0,2,65,0, 1.13
02,1,40,0,0,2,65,0, 1.23
02,1,40,0,0,2,85,0, 1.86
02,1,40,0,0,2,105,1, 2.32
02,1,40,0,0,2,75,0, 1.00
02,10,40,0,0,2,105,1,23.30
02,10,40,0,0,2,105,1, 3.69
02,10,40,0,0,2,65,0, 1.02
02,10,40,0,0,2,115,1, 1.07
02,10,40,0,0,2,85,0, 9.92
02,10,40,0,0,2,85,0, 4.03
02,10,40,0,0,2,75,0, 1.16
02,10,40,0,0,2,85,1, 3.35
02,10,40,0,0,2,65,0, 1.16
02,10,40,0,0,2,105,1, 1.00
02,10,40,0,0,2,65,0, 1.05
02,10,40,0,0,2,105,1, 1.56
02,10,40,0,0,2,65,0, 1.02
02,10,40,0,0,2,85,0, 3.57
02,10,40,0,0,2,115,1, 1.04
02,10,40,0,0,2,95,0, 6.40
02,10,40,0,0,2,75,0, 1.00
02,10,40,0,0,2,105,1, 1.09
02,10,40,0,0,2,95,1, 1.11
02,10,40,0,0,2,95,1, 5.86
02,10,40,0,0,2,105,1, 1.54
02,10,40,0,0,2,85,0, 7.59
02,10,40,0,0,2,115,1, 1.17
02,10,40,0,0,2,75,0, 1.00
02,10,40,0,0,2,85,0, 1.78
02,10,40,0,0,2,95,0, 3.89
02,10,40,0,0,2,115,1, 1.19
02,10,40,0,0,2,75,0, 1.72
02,10,40,0,0,2,115,1, 1.16
02,10,40,0,0,2,65,0, 1.03
02,10,40,0,0,2,95,0,13.65
02,10,40,0,0,2,75,0, 1.00
02,10,40,0,0,2,75,0, 1.20
02,10,40,0,0,2,65,0, 1.26
02,10,40,0,0,2,95,1, 2.82
02,10,40,0,0,2,115,1, 1.00
06,1,40,0,0,2,65,0, 3.22
06,1,40,0,0,2,75,0, 2.17
06,1,40,0,0,2,85,0, 2.49
06,1,40,0,0,2,85,1, 1.61
06,1,40,0,0,2,95,1, 1.39
06,1,40,0,0,2,105,1, 1.00
06,1,40,0,0,2,105,1, 1.00
06,1,40,0,0,2,85,1, 2.18
06,1,40,0,0,2,105,1, 1.00
06,1,40,0,0,2,95,1, 1.92
06,1,40,0,0,2,65,0, 1.19
06,1,40,0,0,2,75,0, 1.10
06,1,40,0,0,2,85,1, 2.67
06,1,40,0,0,2,75,0, 1.00
06,1,40,0,0,2,105,1, 1.00
06,1,40,0,0,2,95,1, 1.67
06,1,40,0,0,2,65,0, 1.11
06,1,40,0,0,2,85,1, 1.09
06,1,40,0,0,2,75,0, 1.03
06,1,40,0,0,2,65,0, 1.00
06,1,40,0,0,2,65,0, 1.06
06,1,40,0,0,2,115,1, 1.03
06,1,40,0,0,2,75,0, 1.03
06,1,40,0,0,2,75,0, 1.06
06,1,40,0,0,2,115,1, 1.00
06,1,40,0,0,2,95,1, 2.33
06,1,40,0,0,2,115,1, 1.00
06,1,40,0,0,2,105,1, 1.10
06,1,40,0,0,2,95,1, 1.00
06,1,40,0,0,2,115,1, 1.90
06,1,40,0,0,2,115,1, 1.86
06,1,40,0,0,2,85,0, 3.54
06,1,40,0,0,2,95,0, 1.41
06,1,40,0,0,2,115,1, 1.00
06,1,40,0,0,2,105,1, 2.69
06,1,40,0,0,2,65,0, 1.11
06,1.000000e-01,40,0,0,2,105,1, 9.81
06,1.000000e-01,40,0,0,2,85,0, 2.02
06,1.000000e-01,40,0,0,2,65,0, 2.15
06,1.000000e-01,40,0,0,2,65,0, 1.00
06,1.000000e-01,40,0,0,2,75,0, 1.20
06,1.000000e-01,40,0,0,2,75,0, 1.00
06,1.000000e-01,40,0,0,2,95,0, 1.19
06,1.000000e-01,40,0,0,2,105,0, 2.97
06,1.000000e-01,40,0,0,2,85,0, 1.26
06,1.000000e-01,40,0,0,2,105,1, 4.30
06,1.000000e-01,40,0,0,2,115,1, 1.41
06,1.000000e-01,40,0,0,2,75,0, 1.10
06,1.000000e-01,40,0,0,2,75,0, 1.00
06,1.000000e-01,40,0,0,2,105,0, 5.49
06,1.000000e-01,40,0,0,2,105,0, 1.64
06,1.000000e-01,40,0,0,2,85,1, 8.24
06,1.000000e-01,40,0,0,2,95,0, 4.69
06,1.000000e-01,40,0,0,2,95,0, 4.36
06,1.000000e-01,40,0,0,2,75,0, 1.00
06,1.000000e-01,40,0,0,2,115,1, 4.92
06,1.000000e-01,40,0,0,2,65,0, 1.05
06,1.000000e-01,40,0,0,2,65,0, 1.06
06,1.000000e-01,40,0,0,2,105,1, 4.28
06,1.000000e-01,40,0,0,2,65,0, 1.00
06,1.000000e-01,40,0,0,2,115,1, 6.10
06,1.000000e-01,40,0,0,2,85,0, 4.59
06,1.000000e-01,40,0,0,2,95,0, 8.92
06,1.000000e-01,40,0,0,2,65,0, 1.00
06,1.000000e-01,40,0,0,2,95,1, 4.22
06,1.000000e-01,40,0,0,2,85,0, 1.00
06,1.000000e-01,40,0,0,2,115,1, 2.29
06,1.000000e-01,40,0,0,2,75,0, 1.24
06,1.000000e-01,40,0,0,2,115,1, 7.51
06,1.000000e-01,40,0,0,2,95,0, 2.26
06,1.000000e-01,40,0,0,2,115,1, 4.33
06,1.000000e-01,40,0,0,2,85,0, 1.83
06,10,40,0,0,2,105,1,24.56
06,10,40,0,0,2,75,0, 1.00
06,10,40,0,0,2,65,0, 1.24
06,10,40,0,0,2,85,0, 1.16
06,10,40,0,0,2,85,0, 1.09
06,10,40,0,0,2,75,0, 1.00
06,10,40,0,0,2,85,0, 1.12
06,10,40,0,0,2,95,0, 2.44
06,10,40,0,0,2,75,0, 1.34
06,10,40,0,0,2,105,1, 6.71
06,10,40,0,0,2,85,0, 1.26
06,10,40,0,0,2,95,1, 3.38
06,10,40,0,0,2,105,1, 2.51
06,10,40,0,0,2,85,0, 1.00
06,10,40,0,0,2,115,1, 1.84
06,10,40,0,0,2,75,0, 1.21
06,10,40,0,0,2,115,1, 5.73
06,10,40,0,0,2,105,1, 3.25
06,10,40,0,0,2,75,0, 1.00
06,10,40,0,0,2,95,0, 2.52
06,10,40,0,0,2,65,0, 1.00
06,10,40,0,0,2,75,0, 1.14
06,10,40,0,0,2,65,0, 2.69
06,10,40,0,0,2,85,0, 4.93
06,10,40,0,0,2,95,1, 6.12
06,10,40,0,0,2,115,1, 1.37
06,10,40,0,0,2,105,1, 2.22
06,10,40,0,0,2,115,1, 1.92
06,10,40,0,0,2,65,0, 1.00
06,10,40,0,0,2,65,0, 1.08
06,10,40,0,0,2,95,0, 4.10
06,10,40,0,0,2,95,0, 2.10
06,10,40,0,0,2,65,0, 1.04
06,10,40,0,0,2,115,1, 1.18
06,10,40,0,0,2,115,1, 4.58
06,10,40,0,0,2,105,1, 3.57
05,1,40,0,0,2,115,1, 1.00
05,1,40,0,0,2,105,1, 1.04
05,1,40,0,0,2,85,0, 1.98
05,1,40,0,0,2,65,0, 1.60
05,1,40,0,0,2,95,1, 2.00
05,1,40,0,0,2,115,1, 1.15
05,1,40,0,0,2,95,1, 6.88
05,1,40,0,0,2,75,0, 1.30
05,1,40,0,0,2,85,0, 2.06
05,1,40,0,0,2,95,1, 2.06
05,1,40,0,0,2,95,1, 2.68
05,1,40,0,0,2,75,0, 1.50
05,1,40,0,0,2,115,1, 1.61
05,1,40,0,0,2,75,0, 2.80
05,1,40,0,0,2,65,0, 2.02
05,1,40,0,0,2,65,0, 2.40
05,1,40,0,0,2,105,1, 1.89
05,1,40,0,0,2,115,1, 2.33
05,1,40,0,0,2,105,1, 1.74
05,1,40,0,0,2,75,0, 2.54
05,1,40,0,0,2,95,1, 4.71
05,1,40,0,0,2,105,1, 2.08
05,1,40,0,0,2,105,1, 1.26
05,1,40,0,0,2,75,0, 1.53
05,1,40,0,0,2,85,0, 7.18
05,1,40,0,0,2,95,1, 1.55
05,1,40,0,0,2,85,0, 2.29
05,1,40,0,0,2,115,1, 1.00
05,1,40,0,0,2,65,0, 1.00
05,1,40,0,0,2,75,0, 2.26
05,1,40,0,0,2,65,0, 1.72
05,1,40,0,0,2,115,1, 1.00
05,1,40,0,0,2,105,1, 1.86
05,1,40,0,0,2,65,0, 1.31
05,1,40,0,0,2,85,0, 8.45
05,1,40,0,0,2,85,0, 4.52
05,10,40,0,0,2,85,0, 1.93
05,10,40,0,0,2,65,0, 1.00
05,10,40,0,0,2,65,0, 1.21
05,10,40,0,0,2,65,0, 2.42
05,10,40,0,0,2,115,1, 1.46
05,10,40,0,0,2,75,0, 2.14
05,10,40,0,0,2,105,1, 1.48
05,10,40,0,0,2,85,1,12.30
05,10,40,0,0,2,75,0, 1.60
05,10,40,0,0,2,85,0,11.85
05,10,40,0,0,2,65,0, 1.13
05,10,40,0,0,2,95,1, 6.65
05,10,40,0,0,2,65,0, 1.06
05,10,40,0,0,2,95,1, 2.13
05,10,40,0,0,2,75,0, 1.00
05,10,40,0,0,2,95,1, 2.35
05,10,40,0,0,2,95,1, 2.59
05,10,40,0,0,2,75,0, 1.03
05,10,40,0,0,2,105,1, 1.99
05,10,40,0,0,2,95,1, 3.18
05,10,40,0,0,2,85,0, 1.63
05,10,40,0,0,2,85,0, 1.34
05,10,40,0,0,2,105,1, 1.09
05,10,40,0,0,2,115,1, 1.11
05,10,40,0,0,2,75,0, 1.40
05,10,40,0,0,2,105,1, 1.00
05,10,40,0,0,2,75,0, 1.17
05,10,40,0,0,2,85,0, 5.61
05,10,40,0,0,2,115,1, 1.53
05,10,40,0,0,2,115,1, 1.00
05,10,40,0,0,2,105,1, 1.30
05,10,40,0,0,2,115,1, 1.52
05,10,40,0,0,2,115,1, 1.64
05,10,40,0,0,2,105,1, 1.68
05,10,40,0,0,2,65,0, 2.83
05,10,40,0,0,2,95,1, 1.60
05,1.000000e-01,40,0,0,2,65,0, 1.70
05,1.000000e-01,40,0,0,2,95,1, 5.58
05,1.000000e-01,40,0,0,2,95,1, 1.04
05,1.000000e-01,40,0,0,2,85,0, 2.02
05,1.000000e-01,40,0,0,2,115,1, 3.17
05,1.000000e-01,40,0,0,2,85,0, 7.71
05,1.000000e-01,40,0,0,2,105,1, 1.25
05,1.000000e-01,40,0,0,2,65,0, 1.41
05,1.000000e-01,40,0,0,2,115,1, 1.51
05,1.000000e-01,40,0,0,2,85,0,10.09
05,1.000000e-01,40,0,0,2,115,1, 1.47
05,1.000000e-01,40,0,0,2,95,1, 2.16
05,1.000000e-01,40,0,0,2,85,0, 7.93
05,1.000000e-01,40,0,0,2,115,1, 1.00
05,1.000000e-01,40,0,0,2,115,1, 1.49
05,1.000000e-01,40,0,0,2,65,0, 1.63
05,1.000000e-01,40,0,0,2,65,0, 1.35
05,1.000000e-01,40,0,0,2,75,0, 3.03
05,1.000000e-01,40,0,0,2,65,0, 3.61
05,1.000000e-01,40,0,0,2,85,0, 7.03
05,1.000000e-01,40,0,0,2,115,1, 1.60
05,1.000000e-01,40,0,0,2,75,0, 3.05
05,1.000000e-01,40,0,0,2,75,0, 3.45
05,1.000000e-01,40,0,0,2,105,1, 1.07
05,1.000000e-01,40,0,0,2,105,1, 1.00
05,1.000000e-01,40,0,0,2,105,1, 1.33
05,1.000000e-01,40,0,0,2,105,1, 1.14
05,1.000000e-01,40,0,0,2,75,0, 2.07
05,1.000000e-01,40,0,0,2,95,0, 2.94
05,1.000000e-01,40,0,0,2,65,0, 2.04
05,1.000000e-01,40,0,0,2,95,1, 6.54
05,1.000000e-01,40,0,0,2,95,1, 4.28
05,1.000000e-01,40,0,0,2,85,0,17.89
05,1.000000e-01,40,0,0,2,75,0, 1.77
05,1.000000e-01,40,0,0,2,75,0, 3.91
05,1.000000e-01,40,0,0,2,105,1, 2.73
04,1,40,0,0,2,105,1, 1.30
04,1,40,0,0,2,115,1, 2.62
04,1,40,0,0,2,75,0, 1.42
04,1,40,0,0,2,95,1, 1.23
04,1,40,0,0,2,95,1, 4.13
04,1,40,0,0,2,75,0, 1.13
04,1,40,0,0,2,85,0, 1.95
04,1,40,0,0,2,105,1, 1.03
04,1,40,0,0,2,95,1, 1.39
04,1,40,0,0,2,65,0, 1.00
04,1,40,0,0,2,85,0, 1.83
04,1,40,0,0,2,95,1, 1.90
04,1,40,0,0,2,65,0, 1.12
04,1,40,0,0,2,115,1, 1.00
04,1,40,0,0,2,75,0, 1.00
04,1,40,0,0,2,65,0, 1.08
04,1,40,0,0,2,95,1, 1.00
04,1,40,0,0,2,65,0, 1.00
04,1,40,0,0,2,75,0, 1.00
04,1,40,0,0,2,75,0, 1.17
04,1,40,0,0,2,105,1, 1.00
04,1,40,0,0,2,115,1, 1.29
04,1,40,0,0,2,95,1, 1.78
04,1,40,0,0,2,85,0, 1.41
04,1,40,0,0,2,105,1, 1.16
04,1,40,0,0,2,85,0, 1.12
04,1,40,0,0,2,115,1, 1.12
04,1,40,0,0,2,75,0, 1.12
04,1,40,0,0,2,85,0, 1.00
04,1,40,0,0,2,115,1, 1.81
04,1,40,0,0,2,115,1, 1.02
04,1,40,0,0,2,105,1, 1.70
04,1,40,0,0,2,85,0, 1.00
04,1,40,0,0,2,105,1, 1.10
04,1,40,0,0,2,65,0, 1.37
04,1,40,0,0,2,65,0, 1.10
04,10,40,0,0,2,65,0, 2.89
04,10,40,0,0,2,85,1, 1.37
04,10,40,0,0,2,85,1, 1.66
04,10,40,0,0,2,65,0, 1.16
04,10,40,0,0,2,115,1, 1.06
04,10,40,0,0,2,65,0, 1.07
04,10,40,0,0,2,95,1, 1.15
04,10,40,0,0,2,95,1, 1.00
04,10,40,0,0,2,95,1, 1.05
04,10,40,0,0,2,85,0, 1.61
04,10,40,0,0,2,115,1, 1.00
04,10,40,0,0,2,75,0, 1.02
04,10,40,0,0,2,75,0, 1.00
04,10,40,0,0,2,105,1, 1.27
04,10,40,0,0,2,115,1, 1.18
